Occurrences,Word,Length,LgSUBTLWF,Ortho_N,Phono_N,OLD,PLD,POS,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
1,discrepancy,11,1.663,0,0,4.55,4.25,NN,767.567,0.97,857.885,1
1,discretion,10,2.274,0,0,3.05,2.85,NN,842.059,1,784.714,0.808
1,discriminate,12,1.623,0,0,4.1,3.7,VB,783.176,0.97,796.885,0.963
1,discuss,7,3.367,0,1,2.6,1.9,VB,728.471,1,668.538,1
1,discussion,10,2.792,0,0,2.8,2.65,NN,716.182,0.97,679.269,1
1,disdain,7,1.447,0,0,2.9,2.5,NN|VB,728.828,0.85,727.923,0.963
1,disease,7,3.126,0,10,2.4,1.8,NN,597.97,1,648.192,1
1,diseased,8,1.771,1,0,2.5,2.6,JJ,786.061,0.97,683.75,0.923
1,disembodied,11,1.342,1,1,4.55,4.85,JJ,"1,032.45",0.88,867.12,0.962
1,disengage,9,1.74,0,0,3.8,4.75,VB,979,0.9,910.962,0.963
1,disgrace,8,2.613,0,0,2.8,2.75,NN,705,0.97,709.731,0.963
1,disguise,8,2.601,0,1,2.65,2.25,NN|VB,670.467,0.91,707.357,1
1,disgust,7,2.152,0,1,2.6,2.45,NN|VB,731.97,0.97,724.68,0.962
1,disgusted,9,1.959,0,0,2.65,3.3,VB,681.242,1,781.692,1
1,dishonor,8,1.792,0,0,3.6,2.7,NN|VB,781.688,0.97,695.815,1
1,dishwasher,10,2.017,0,0,4,4.35,NN,720.516,0.91,654.077,1
1,disinfect,9,1.322,1,1,3.6,4,VB,717.938,0.94,649.875,0.96
1,disintegrate,12,1.431,0,0,4.25,4.45,VB,"1,043.00",0.94,795.88,0.962
1,dislike,7,2.303,0,0,2.75,2.45,VB|NN,625.618,1,566.115,0.963
1,disloyal,8,1.699,0,0,3.35,3.25,JJ,732.467,0.88,704.704,1
1,dismal,6,1.69,2,0,2.4,2.4,JJ,667.414,0.88,692.435,0.885
1,dismantle,9,1.672,0,0,3.45,3.2,VB,840.793,0.91,720.893,1
1,dismay,6,1.38,1,0,2.6,1.95,NN|VB,639.966,0.85,691.037,0.964
1,dismiss,7,2.447,0,0,2.8,1.95,VB,757.4,0.97,742.923,1
1,dismissal,9,1.763,0,1,3.45,2.75,NN,780.647,1,695,1
1,disobedience,12,1.602,0,1,4.7,5.05,NN,866.206,1,708.536,1
1,disobey,7,1.929,0,0,2.9,3.2,VB,683,0.94,658.143,1
1,disorder,8,2.562,0,0,2.8,2.55,NN,614.273,0.97,631.679,1
1,disorderly,10,1.845,0,0,4,3.45,JJ,820.242,1,690.444,1
1,disown,6,1.342,0,1,2.65,1.95,VB,843.05,0.57,737.926,0.964
1,disparage,9,1.653,1,0,3.15,3.55,VB,868.13,0.77,913.938,0.64
1,dispatch,8,2.545,0,0,3.15,2.6,NN|VB,720.235,1,625.923,1
1,dispensary,10,1.342,0,0,3.55,4,NN,875.923,0.79,858.905,0.84
1,dispense,8,1.845,1,0,2.4,2,VB,773.552,0.94,668.778,1
1,dispenser,9,1.724,2,1,2.5,2.65,NN,739.355,0.94,733.321,1
1,dispersal,9,1.38,0,1,3.1,3.3,NN,885.033,0.91,758.783,0.852
1,disperse,8,1.964,1,1,2.4,2.55,VB,759.606,0.97,693.957,0.958
1,displace,8,1.342,1,3,2.4,2,VB,723.733,0.94,692.179,1
1,displacement,12,1.643,1,1,3.95,3.5,NN,685.853,1,718.536,1
1,displease,9,1.362,0,1,2.65,2.4,VB,708.613,0.94,667.074,1
1,disposal,8,2.4,0,1,2.95,2.85,NN,708.281,0.97,685.923,0.963
1,disprove,8,1.505,0,1,2.8,2.7,VB,740.242,0.97,738.269,0.963
1,dispute,7,2.207,0,0,2.5,2.6,NN|VB,680,1,669.24,0.962
1,disqualify,10,1.532,0,0,4.05,4.5,VB,897.485,0.97,701.179,1
1,disregard,9,2.255,0,0,3.6,3.9,NN|VB,877.667,0.97,738.462,1
1,disrupt,7,1.819,0,0,2.75,2.5,VB,715.125,0.97,636.536,1
1,disruption,10,1.716,0,0,2.75,2.6,NN,732.812,1,695.407,1
1,disruptive,10,1.362,0,1,3.35,2.95,JJ,730.677,0.97,735.852,1
1,dissect,7,1.708,1,1,2.6,2.6,VB,847.111,0.82,716.115,0.929
1,dissection,10,1.653,0,1,2.9,2.8,NN,798.808,0.9,817.391,0.852
1,dissent,7,1.491,1,2,2.4,1.85,NN,765.571,0.85,711.778,1
1,dissertation,12,1.792,0,0,3.65,2.9,NN,791.774,0.97,805.042,0.889
1,dissolve,8,1.982,0,1,2.95,2.35,VB,676.875,1,614.111,1
1,dissuade,8,1.447,0,1,3.15,2.3,VB,925.8,0.65,840.846,0.929
1,distance,8,3.116,0,1,2.6,2.55,NN|VB,618.71,0.94,628.37,1
1,distant,7,2.643,0,1,2.4,2.35,JJ,656.303,0.94,617.724,1
1,distasteful,11,1.785,0,0,4.4,3.85,JJ,901.424,1,766,1
1,distilled,9,1.518,1,2,2.75,2.45,VB|JJ,718.848,0.97,688.538,1
1,distinguish,11,1.964,0,0,4.15,3.75,VB,679.438,0.97,666.192,1
1,distort,7,1.322,1,1,2.75,2.55,VB,707.4,0.94,689.741,1
1,distorted,9,2.017,1,1,2.9,2.75,VB|JJ,683.5,0.97,727.857,1
1,distortion,10,1.785,0,0,2.95,2.8,NN,757.516,0.91,743.261,0.852
1,distract,8,2.398,2,2,2.4,2.1,VB,727.742,0.91,717.964,1
1,distraction,11,2.303,0,1,2.6,2.4,NN,735.147,1,649.32,0.962
1,distress,8,2.571,1,0,2.55,2.4,NN|VB,763.029,1,676.607,1
1,distribute,10,1.887,0,0,2.8,3.6,VB,761.8,0.91,833.808,0.963
1,distribution,12,2.199,0,0,2.95,4.15,NN,844.176,1,657.174,0.958
1,distributor,11,1.898,0,0,3.4,3.85,NN,896.303,1,796.292,0.923
1,district,8,3.029,1,3,2.55,2.2,NN|JJ,621.788,0.97,688.615,1
1,distrust,8,1.591,1,3,2.55,2.15,NN|VB,623.636,1,686.926,1
1,disturb,7,2.754,0,0,2.85,2.65,VB,627.765,1,660.143,1
1,disturbance,11,2.305,0,0,3.8,3.45,NN,776.281,0.97,661.571,1
1,ditto,5,1.935,1,5,2.05,1.9,NN|VB,722.531,0.97,627.143,1
1,diverse,7,1.602,1,2,1.9,2.3,JJ,696.515,0.97,604.893,1
1,diversion,9,2.201,0,0,2.45,2.5,NN,699.143,0.88,642.037,0.964
1,diversity,9,1.756,1,0,2.75,3.4,NN,692.706,1,660.48,0.962
1,divert,6,2.017,2,2,1.85,2.2,VB,736.484,0.89,672.429,1
1,divide,6,2.476,1,9,1.95,1.5,VB|NN,651.618,1,585.407,1
1,division,8,2.976,0,3,2.5,2.2,NN,685.406,0.97,692.593,1
1,divorce,7,3.223,0,0,2.7,2.55,NN|VB,648.686,1,640,1
1,divorcee,8,1.398,2,1,3.35,3.7,NN,858.655,0.88,704,0.852
1,divulge,7,1.819,0,0,2.95,3.4,VB,810.964,0.85,730.222,0.964
1,dizziness,9,1.681,0,2,3.9,2.6,NN,679.419,0.94,683.792,1
1,dizzy,5,2.635,2,13,2,1.55,JJ,647.03,0.97,626.321,1
1,docile,6,1.447,0,5,2.3,1.9,JJ,725.917,0.73,711,0.926
1,docket,6,1.792,6,6,1.75,1.7,NN,911.316,0.61,644.429,1
1,docking,7,2.037,8,15, , ,VB|NN, , , , 
1,doctor,6,4.129,0,0,2.1,1.9,NN|VB,605.647,1,539.704,1
1,doctorate,9,1.672,0,1,3.3,3.05,NN,876.074,0.79,759.6,0.926
1,doctrine,8,1.643,0,0,2.85,2.8,NN,759.406,0.94,638.962,0.963
1,document,8,2.713,0,0,2.8,2.9,NN,630.824,1,579.296,1
1,documentary,11,2.476,0,0,4,5.15,NN,721.938,0.97,654,0.926
1,documentation,13,1.845,0,0,4.1,4.8,NN,870.25,1,687.786,1
1,Dodger,6,1.819,7,12,1.8,1.85,NN,756.406,0.97,635.88,1
1,dodgy,5,1.362,3,7, , ,NN, , , , 
1,doer,4,1.342,9,19,1.6,1.75,NN,817,0.62,732.3,0.8
1,doghouse,8,1.763,0,0,2.85,2.95,NN,697.531,1,639.786,1
1,dole,4,1.699,19,46,1.1,1,NN|VB,691.957,0.7,620.696,1
1,dollhouse,9,1.362,1,1,3.15,3.8,NN,709.909,0.94,638.857,1
1,domain,6,2.124,0,1,2.55,2.3,NN|JJ,589.656,0.97,674.64,1
1,domestic,8,2.546,0,0,3,3.15,JJ|NN,627.03,0.97,622.852,1
1,domesticated,12,1.462,1,0, , ,VB|JJ, , , , 
1,dominance,9,1.602,0,1,2.95,2.55,NN,672.909,0.94,664.76,0.962
1,dominant,8,1.919,0,1,2.85,2.55,JJ,755.879,0.97,654.077,1
1,dominate,8,1.982,1,1,2.3,2.25,VB,746.97,0.97,616.643,1
1,domination,10,1.903,1,1,2.45,2.45,NN,772.455,1,748.393,1
1,dominion,8,1.771,0,0,2.7,3.3,NN,759.852,0.84,755.8,0.833
1,domino,6,2.314,1,2,2.35,2.5,NN,775.121,0.94,728.346,0.963
1,donate,6,2.31,1,1,1.9,2.05,VB,641.286,1,693.64,0.926
1,donation,8,2.255,0,0,2.2,2.5,NN,740.733,0.91,619.296,1
1,donkey,6,2.438,1,4,2.3,1.95,NN,647.844,0.97,609.929,1
1,donor,5,2.32,1,12,1.85,1.65,NN,671.294,1,590.321,1
1,doom,4,2.458,6,30,1.6,1,NN|VB,645.5,0.97,597.692,0.963
1,Doomsday,8,1.623,0,0,3.6,2.85,NN,818.9,0.97,710.44,0.962
1,door,4,4.173,10,45,1.55,1,NN,507.375,0.97,590.808,0.963
1,doorbell,8,2.629,0,0,3.65,2.9,NN,729.594,0.94,654.679,1
1,doorknob,8,1.94,0,0,3.95,3.4,NN,744.853,1,661.964,1
1,doorman,7,2.212,2,6,2.55,1.8,NN,685.129,1,601.111,1
1,doornail,8,1.568,0,0,3.4,3,NN,885.963,0.87,714.962,0.963
1,doorstep,8,2.238,1,1,3.3,3.6,NN,765.303,0.97,611.536,1
1,dope,4,2.914,16,19,1.15,1,NN|VB,629.5,1,578.667,1
1,dopey,5,1.863,3,9,1.9,1.8,JJ,783,0.88,688.964,1
1,dormant,7,1.778,0,0,2.75,2.25,JJ,782.379,0.85,651.04,0.926
1,dormitory,9,1.716,0,0,3.75,3.4,NN,785,0.97,696.154,1
1,dorsal,6,1.447,0,2,2.5,2.2,JJ,767.5,0.69,635.75,0.966
1,dotted,6,1.716,4,10,1.85,1.6,VB,744.839,0.94,678.071,1
1,double,6,3.505,3,7,1.85,1.65,JJ|VB|NN|RB,597.515,0.97,581.25,1
1,doubt,5,3.506,0,18,1.95,1.15,NN|VB,597.529,1,594.192,1
1,doubtful,8,1.924,0,0,3.25,2.8,JJ,829.156,0.97,613.259,1
1,douse,5,1.623,7,21,1.65,1.35,VB,745.765,0.52,688.64,0.926
1,downer,6,1.633,3,11,1.8,1.85,NN,750.312,0.97,609.769,1
1,downfall,8,1.813,0,0,3.65,3.7,NN,670.688,0.97,626.519,1
1,downward,8,1.785,0,0,2.9,2.75,JJ,705,1,657.75,1
1,dowry,5,1.881,3,14,1.9,1.65,NN,911.75,0.77,716.37,0.964
1,doze,4,1.322,10,48,1.45,1,NN|VB,696.793,0.91,578.077,1
1,dozen,5,3.091,4,3,1.85,1.9,NN,555.258,0.91,566.107,1
1,drab,4,1.623,9,7,1.6,1.6,JJ,729.615,0.74,633.556,1
1,draft,5,2.571,4,5,1.65,1.4,NN|VB,617.515,0.97,613.185,1
1,dragonfly,9,2.164,0,0,4.05,5.5,NN,764.312,0.94,706.286,1
1,drainage,8,1.672,0,1,3,2.7,NN,807.5,0.91,724.5,0.96
1,drainpipe,9,1.462,0,0,3.9,3.9,NN,937.154,0.79,874.5,1
1,drama,5,3.012,1,0,1.9,1.95,NN,570.182,1,603,1
1,dramatic,8,2.699,0,2,2.45,2.5,JJ,677.25,1,652.357,1
1,drape,5,1.732,4,10,1.7,1.5,NN|VB,670.516,0.91,626.462,1
1,drastic,7,2.111,0,0,2.65,2.7,JJ,703.879,0.97,670.815,0.964
1,draught,7,1.398,2,5,2.25,1.4,NN,766.69,0.91,665.955,0.846
1,drawback,8,1.518,0,0,3.65,3.1,NN,708.935,0.91,644.556,1
1,drawbridge,10,1.447,0,0,4.35,4.05,NN,736.419,0.94,719.889,1
1,dread,5,2.111,5,9,1.7,1.5,NN|VB,609.258,0.94,639.179,1
1,dreaded,7,1.845,2,4,1.9,1.85,VB,657.621,0.94,691.778,1
1,dreadful,8,2.612,0,0,3.6,2.85,JJ,736.697,0.94,681.519,1
1,dream,5,3.832,4,5,1.65,1.6,NN|VB,605.324,1,650,1
1,dreamboat,9,1.342,0,0,3.8,3.65,NN,724.938,0.91,670.321,1
1,dreamer,7,2.193,2,5,1.9,1.9,NN,594.938,1,622.444,1
1,dreamland,9,1.38,0,0,3.5,3.4,NN,763.147,1,686.48,1
1,dreamy,6,1.909,4,4,1.75,1.8,JJ,681.303,1,682.217,1
1,dreary,6,1.968,1,1,1.9,1.9,JJ,767.438,0.94,781.731,1
1,dredge,6,1.398,1,4,2.25,1.9,VB|NN,942.393,0.8,644.036,1
1,dresser,7,2.263,4,5,2.2,1.85,NN,720.273,1,634.077,0.963
1,dressmaker,10,1.462,0,0,4.35,4.15,NN,762.531,1,652.481,1
1,dressy,6,1.518,0,2,2.05,1.8,JJ,660.2,0.91,622.308,1
1,dribble,7,1.839,0,2,2.55,1.85,NN|VB,756.241,0.91,632.593,1
1,drift,5,2.516,1,5,1.8,1.65,NN|VB,626.645,0.94,617.769,1
1,drifter,7,1.74,1,1,2.1,2.4,NN,811.581,0.91,649.536,1
1,driftwood,9,1.643,0,0,4.1,4.2,NN,721.483,0.94,678.821,1
1,drinker,7,1.982,1,2,1.85,1.95,NN,655.353,0.97,640,1
1,drivel,6,1.568,3,5,1.8,1.8,NN|VB,904.625,0.24,708,0.857
1,driver,6,3.383,4,4,1.6,1.8,NN,552.941,1,621.429,1
1,drizzle,7,1.362,3,4,2.4,1.85,NN|VB,675.6,0.91,672.852,1
1,dropout,7,1.643,0,0,2.85,3.35,NN,746.222,0.79,681.074,0.964
1,drowsy,6,1.58,2,2,1.9,1.85,JJ,659.455,0.97,587.269,1
1,druggist,8,1.431,0,0,3.6,2.85,NN,738.516,0.89,725.37,1
1,drugstore,9,2.342,0,0,3.8,4.35,NN,653.912,1,635.071,1
1,drunk,5,3.592,4,4,1.75,1.7,JJ,588.939,0.97,595.786,1
1,drunkard,8,1.799,0,0,3.35,2.6,NN,827.037,0.87,698.167,0.923
1,drunken,7,2.5,1,1,2.6,2.5,JJ,608.882,1,657.107,1
1,drunkenness,11,1.568,0,0,4.65,4.45,NN,921.667,0.97,635.429,1
1,dual,4,1.763,4,4,1.8,1.85,JJ|NN,627.3,0.91,591.963,1
1,dub,3,1.748,15,27,1.25,1,NN|VB,814.682,0.65,630.538,1
1,dubious,7,1.869,0,1,2.85,2.9,JJ,789.074,0.77,719.037,0.964
1,duckling,8,1.602,2,0,2.35,1.95,NN,820.448,0.88,647.893,1
1,ducky,5,2.004,7,11,1.75,1.6,NN,750.067,0.86,626.038,0.963
1,dud,3,1.813,13,30,1.4,1,NN,764.821,0.88,615.885,1
1,due,3,3.357,14,49,1.1,1,JJ|NN|minor,563.531,1,615.407,1
1,duffel,6,1.887,1,7,2.65,1.8,NN,721.435,0.68,706.414,1
1,dumbbell,8,1.415,0,0,3.6,2.9,NN,841.933,0.91,667.893,1
1,dumpling,8,1.663,2,0,2.4,2.65,NN,696.733,0.94,652.769,1
1,dunce,5,1.415,3,6,1.85,1.7,NN,808.55,0.61,692,0.964
1,dungeon,7,2.121,1,1,2.9,2.85,NN,754.909,0.97,617.4,1
1,dupe,4,1.532,5,24,1.7,1,VB|NN,673,0.48,669.192,0.963
1,duplex,6,1.398,0,0,2.75,3.15,NN,731.909,0.97,648.125,1
1,duplicate,9,2.072,0,0,2.55,3.35,JJ|NN,677.562,0.94,682.929,1
1,duration,8,1.914,0,0,2.35,2.65,NN,629.406,0.94,656.286,1
1,duress,6,1.778,0,0,1.95,2.3,NN,762.5,0.5,791.043,0.852
1,duster,6,1.322,6,7,1.7,1.7,NN,636,0.75,582.704,1
1,duty,4,3.415,1,14,1.9,1.45,NN,602.212,0.97,604.115,1
1,dwell,5,2.155,2,2,1.75,1.65,VB,693.657,0.97,625.786,1
1,dwelling,8,1.839,2,2,1.9,1.8,NN|VB,724.344,0.97,625.607,1
1,dynamite,8,2.713,0,0,3.35,3.7,NN,813.138,0.94,778.607,0.966
1,dynamo,6,1.431,0,0,2.95,2.95,NN,841.926,0.84,774.56,0.962
1,dynasty,7,2.117,1,0,2.85,2.8,NN,747.5,0.97,700.857,1
1,dysentery,9,1.672,0,0,3.75,3.7,NN,"1,002.94",0.52,818.267,0.652
1,eager,5,2.545,4,8,1.85,1.75,JJ,642,1,614.462,1
1,earful,6,1.362,1,0, , ,NN, , , , 
1,earl,4,3.018,6,24,1.7,1.45,NN,748.792,0.77,661.815,1
1,earn,4,2.894,8,19,1.5,1.3,VB,585.382,1,556.923,1
1,earnings,8,1.69,2,3,1.8,1.8,NN,687.387,0.97,771.542,0.889
1,earpiece,8,1.447,0,0,3.25,2.85,NN,794.562,0.97,646.481,1
1,earthling,9,1.556,0,0,2.95,2.6,NN,860.97,0.97,644.778,1
1,earthly,7,1.887,0,0,2.5,2,JJ,689.758,0.97,652.115,0.963
1,earthquake,10,2.513,0,0,4.5,3.8,NN,730.438,0.97,616.593,1
1,earthy,6,1.342,1,6,1.9,1.8,JJ,663.5,0.97,634.16,0.926
1,ease,4,2.989,9,21,1.4,1,NN|VB,616.129,0.91,637.391,1
1,east,4,3.403,12,5,1.25,1.6,NN|JJ|RB,639,0.97,672.263,1
1,eastbound,9,1.613,0,0,3.55,3.4,RB|JJ,741.03,0.97,687.48,1
1,eastern,7,2.618,2,1,1.95,2.5,JJ|NN,641.788,0.97,759.13,1
1,easy,4,4.132,2,4,1.9,1.85,JJ,580.676,0.97,605.826,1
1,easygoing,9,1.362,0,0,3.9,4.5,JJ,790.844,1,690.214,1
1,eater,5,1.909,9,14, , ,NN, , , , 
1,eavesdrop,9,1.613,0,0,4.35,3.9,VB,787.889,0.79,841.889,1
1,ebony,5,1.653,0,0,1.95,2.25,NN,656.531,0.89,667.222,1
1,eccentric,9,2.255,0,0,3.35,3.55,JJ,787.742,0.94,784.423,1
1,eclectic,8,1.322,0,0,2.9,2.75,JJ,839.714,0.72,872.952,0.955
1,ecological,10,1.38,0,0,3.05,3.2,JJ,813.867,0.91,867.231,0.929
1,economic,8,2.405,0,0,2.75,3.25,JJ,772.033,0.94,721.077,1
1,economics,9,2.104,1,1,3.05,3.65,NN,641.121,0.97,706.519,0.964
1,economy,7,2.473,0,0,2.9,2.85,NN,659.147,1,694.462,0.963
1,ecosystem,9,1.518,0,0,4.3,4.8,NN,741,0.91,751.464,1
1,ecstasy,7,2.212,0,0,3.5,2.9,NN,716.031,0.97,688.929,1
1,ecstatic,8,1.845,0,0,3.45,3.3,JJ,915.552,0.85,853.45,0.952
1,edema,5,1.74,1,0,2.6,2.55,NN,892.818,0.33,828.812,0.593
1,edgy,4,2.068,2,10,1.9,1.9,JJ,790.586,0.88,637.577,1
1,edifice,7,1.342,0,0,2.9,2.75,NN,836.647,0.52,809.565,0.852
1,edit,4,1.892,2,1,1.85,1.9,VB|NN,655.824,1,630.857,1
1,editing,7,2.037,1,1,2,2.4,NN|VB,685.03,0.97,595.923,1
1,edition,7,2.398,0,3,2.1,1.75,NN,689.618,1,622.333,0.964
1,editor,6,2.802,0,1,2.45,2,NN,568.032,0.94,600,1
1,editorial,9,2.049,0,0,3.4,3.2,NN|JJ,749.088,1,673.393,1
1,educate,7,2.021,0,0,2.55,2.85,VB,630.688,0.94,643.571,1
1,education,9,2.999,0,1,2.15,2.6,NN,623.824,1,626.208,1
1,educator,8,1.398,0,0,2.7,3.1,NN,835.4,0.91,673.429,1
1,eerie,5,1.954,2,12,2,1.4,JJ,798.481,0.82,652.44,0.962
1,effect,6,3.086,1,4,2.2,1.75,NN|VB,602.625,0.94,591.185,0.964
1,efficiency,10,2.146,0,0,3.5,2.85,NN,722.794,1,677.269,0.963
1,efficient,9,2.405,0,0,3.2,2.55,JJ,707.818,0.97,692.423,0.963
1,effort,6,2.995,0,1,2.6,2.35,NN,631.75,0.97,606.857,1
1,egghead,7,1.763,0,0,2.9,2.8,NN,650.968,0.97,627,1
1,eggplant,8,1.756,0,0,3.65,3.75,NN,634.875,0.94,667.519,1
1,eggshell,8,1.38,0,0,3.85,3.45,JJ,727.818,0.97,626.276,1
1,ego,3,2.583,3,5,1.85,1.9,NN,580,1,622.296,1
1,eighty,6,2.114,3,6,1.8,1.45,minor|NN,681.971,1,668.68,1
1,ejaculate,9,1.398,0,0,2.9,3.85,VB,880.786,0.88,765.481,1
1,ejaculation,11,1.477,0,0,3.15,4.4,NN,848.094,0.94,714.538,0.963
1,eject,5,1.863,2,3,1.8,1.95,VB,664.5,1,667.385,1
1,ejection,8,1.491,2,2,1.95,2.4,NN,756.29,0.94,673.077,0.963
1,elaborate,9,2.386,0,0,3.05,3.05,JJ,714.212,0.97,650.214,1
1,elastic,7,1.732,1,1,2.6,2.55,JJ,713.273,1,674.889,1
1,election,8,2.749,3,2,1.75,2.1,NN,608.303,0.97,672.63,1
1,elective,8,1.724,0,2,2.4,2.1,JJ,641.303,0.97,588.846,1
1,electoral,9,1.431,0,1,3.2,3.4,JJ,744.966,0.88,758.909,0.846
1,electric,8,2.942,0,0,2.75,2.65,JJ,746.03,0.97,636.296,1
1,electrical,10,2.644,0,0,3.4,3.4,JJ,664.303,1,655.679,1
1,electrician,11,1.887,0,0,3.8,4.5,NN,869.906,0.97,690.417,0.923
1,electricity,11,2.767,0,0,3.65,5.05,NN,757.971,1,639.154,0.963
1,electrocute,11,1.477,0,0,4,4.6,VB,"1,040.85",0.46,949.923,0.963
1,electrocution,13,1.708,0,0,4.75,5.25,NN,"1,052.53",0.63,864.091,0.88
1,electromagnetic,15,1.987,0,0,5.95,7,JJ,903.515,0.97,785.185,0.964
1,electron,8,1.58,1,0,2.4,3.2,NN,792.258,0.97,667.385,1
1,electronic,10,2.545,0,0,3.4,4.25,JJ,739.882,1,696.821,1
1,electronics,11,2.146,0,0,3.6,4.8,NN,799.394,1,655.852,1
1,elegance,8,1.819,0,1,2.75,2.4,NN,657.367,0.94,674.654,0.963
1,elegant,7,2.506,0,3,2.7,2.25,JJ,704.065,0.94,597.704,1
1,elemental,9,1.544,0,0,3.55,3.7,JJ,678.312,0.91,730.444,1
1,elephant,8,2.764,0,2,3.25,2.5,NN,668.516,0.94,609.63,1
1,elevate,7,1.643,0,0,2.55,2.6,VB,715.6,0.91,690.731,0.963
1,elevation,9,1.681,0,0,2.75,2.55,NN,757.062,0.94,680.846,0.963
1,elevator,8,3.095,0,0,2.75,2.95,NN,642.625,0.94,588.731,1
1,elicit,6,1.415,0,1,2.2,2.45,VB,738.061,0.94,670.231,0.929
1,eligible,8,2.23,1,0,3.2,3.3,JJ,764.688,0.97,645.542,1
1,eliminate,9,2.486,0,1,2.75,2.7,VB,719.516,0.94,748.185,1
1,elite,5,2.182,2,7,1.95,1.65,NN,696.879,0.97,614.077,0.963
1,elitist,7,1.38,1,0,2.75,2.65,JJ,905.167,0.73,878.474,0.792
1,elope,5,1.833,1,1,1.85,1.85,VB,746.857,0.85,584.148,1
1,eloquence,9,1.447,0,1,3.75,3.35,NN,841.133,0.88,746.84,0.926
1,eloquent,8,1.699,0,1,3.5,2.85,JJ,749.571,0.85,710.963,1
1,elude,5,1.342,2,7,1.8,1.7,VB,805,0.94,643.296,1
1,elusive,7,1.863,0,1,2.5,2.35,JJ,695.806,0.91,682.074,1
1,emancipation,12,1.398,0,0,3.55,3.95,NN,910.724,0.88,821.885,0.963
1,embankment,10,1.398,0,0,3.85,3.85,NN,943.619,0.66,826.962,0.929
1,embargo,7,1.398,0,0,3.05,3.15,NN,762.406,0.94,666,1
1,embark,6,1.813,1,0,2.5,2.4,VB,797.032,0.91,634.5,1
1,embarrass,9,2.654,0,0,3.85,2.7,VB,816.938,0.94,714.571,1
1,embattled,9,0.301,0,0,3.35,3,JJ,787.667,0.77,757.154,0.929
1,embezzlement,12,1.69,0,0,4.9,4.25,NN,861.033,0.97,731.889,1
1,embezzler,9,1.342,2,2, , ,NN, , , , 
1,emblem,6,1.532,0,0,2.75,2.95,NN,672.172,0.85,662.048,0.913
1,embolism,8,1.532,0,0,3.25,3.75,NN,964.385,0.76,758.737,0.731
1,embrace,7,2.588,0,0,2.65,2.55,VB|NN,675,0.97,619.643,1
1,embroidery,10,1.415,1,2,4.15,3.85,NN,931.812,0.94,783.893,0.966
1,emerge,6,1.949,0,2,2.15,2.15,VB,653.382,1,631.889,1
1,eminence,8,1.987,0,3,2.85,2.35,NN,750.926,0.84,768.739,0.958
1,emissary,8,1.716,0,0,3.35,3.1,NN,838.688,0.52,791.25,0.64
1,emission,8,1.415,1,3,2.35,1.75,NN,816.433,0.94,703.333,1
1,emit,4,1.322,5,6,1.8,1.85,VB,739.357,0.85,667.96,0.926
1,emotion,7,2.627,0,1,2.2,1.8,NN,679.333,1,621.37,1
1,empathy,7,1.771,0,0,2.85,2.8,NN,744.029,1,679.393,1
1,emperor,7,2.84,0,0,2.9,3.15,NN,781.933,0.91,668,0.923
1,emphasis,8,1.819,1,0,3.3,3.2,NN,683.606,0.97,636.64,0.926
1,emphasize,9,1.756,0,1,3.45,3.25,VB,665.471,0.97,687.926,1
1,emphysema,9,1.462,0,0,4.8,4.9,NN,"1,038.39",0.82,924.444,0.857
1,empire,6,2.811,2,1,2.05,2.35,NN,659.636,0.97,633.929,1
1,empirical,9,1.38,0,0,3.5,3.2,JJ,819.727,0.94,748.143,1
1,employ,6,2.236,0,1,2.5,2,VB|NN,678.867,0.86,661.704,1
1,employee,8,2.772,3,3,2.55,2.2,NN,668.312,0.94,664.885,1
1,employer,8,2.439,3,3,2.45,2.6,NN,620.906,1,661.423,1
1,employment,10,2.436,0,0,3.35,3.35,NN,731.559,1,719.593,1
1,emporium,8,1.653,0,0,3.7,3.25,NN,809.333,0.82,806.708,0.857
1,emptiness,9,1.968,0,0,3.3,3.35,NN,738.333,0.94,638.556,0.931
1,empty,5,3.382,0,0,2.35,2.3,JJ|VB|NN,553.061,0.97,565.115,1
1,emulate,7,1.462,0,0,2.45,2.75,VB,723.037,0.79,734.87,0.958
1,enable,6,1.881,1,2,1.8,1.85,VB,642.714,1,633.963,1
1,enamel,6,1.477,0,1,2.55,2.55,NN,831.72,0.76,763.36,0.962
1,enchanted,9,2.152,1,0,2.55,2.8,VB,681.379,0.88,789.68,1
1,enchanting,10,2.021,0,0,2.95,2.85,JJ,745.765,1,771.654,1
1,enchantress,11,1.477,0,0,4.4,4.35,NN,844.077,0.81,791.208,0.923
1,enclosure,9,1.322,0,0,3.45,2.95,NN,660.758,1,716.923,1
1,encore,6,2.104,1,1,2.15,2.5,NN,731.517,0.91,744.889,0.964
1,encounter,9,2.455,0,0,3.05,2.7,VB|NN,720.161,0.97,706.519,1
1,encourage,9,2.49,1,0,3.15,3.4,VB,700.576,1,717.808,1
1,encouraging,11,2.22,0,0,3.7,3.8,VB,754.629,1,712.36,1
1,encyclopedia,12,1.914,1,0,5.6,6.9,NN,861.727,0.97,724.115,1
1,end,3,4.132,6,11,1.5,1.2,NN|VB,570.543,0.97,585.769,1
1,endanger,8,1.935,0,0,2.9,3.25,VB,798.562,0.97,677.607,1
1,endeavor,8,1.887,0,0,3.55,2.6,NN|VB,706.452,0.94,769,0.96
